sample_id	Chromosome	Start_Position	Rating	Mean_Rating	All_Rating
Reddy_2114T	19	17955192	3	3	3
Reddy_2234T	19	19257571	4	4	4
Reddy_3758T	19	19257618	4	4	4
Reddy_3941T	19	19260064	3	3	3,3,3
Reddy_3692T	19	19260055	3	3	3
Reddy_3729T	19	19260061	3	3	3
Reddy_2832T	19	19260064	4	4	4
Reddy_3483T	19	19260064	3	3	3
Reddy_3741T	19	19260084	4	4	4
Reddy_2677T	19	19260088	4	4	4
Reddy_3732T	19	19260115	3	3	3
Reddy_2936T	19	19260121	4	4	4
Reddy_3716T	19	19260123	4	4	4
Reddy_2762T	19	19260124	2	2	2
Reddy_3848T	19	19260127	3	3	3
Reddy_2524T	19	19260181	3	3	3
Reddy_3620T	19	19260189	3	3	3
Reddy_2948T	19	19260199	4	4	4
Reddy_3408T	19	19260199	2	2	2
Reddy_2196T	19	19260225	4	4	4
Reddy_2091T	19	19260234	4	4	4
Reddy_2626T	19	19260235	4	4	4
Reddy_705T	19	19261523	3	3	3
Reddy_3551T	19	19261520	3	3	3
Reddy_2662T	19	19261528	3	3	3
Reddy_3833T	19	19261535	3	3	3
Reddy_3838T	19	19261535	3	3	3
Reddy_3932T	19	35822956	4	4	4
Reddy_3849T	19	35823474	4	4	4
Reddy_3734T	19	35823567	4	4	4
Reddy_2793T	19	35823610	5	5	5
Reddy_3734T	19	35823711	4	4	4
Reddy_3816T	19	35823741	4	4	4
Reddy_3525T	19	35823785	3	3	3
Reddy_2576T	19	35827083	4	4	4
Reddy_2950T	19	35828735	4	4	4
Reddy_3699T	19	35831831	4	4	4
Reddy_2163T	19	35832799	3	3	3
Reddy_2251T	19	35835807	5	5	5
Reddy_3811T	19	35836617	4	4	4
Reddy_2450T	19	35837554	4	4	4
Reddy_3838T	19	4048229	3	3	3
Reddy_3859T	19	4054020	0	0	0
Reddy_3616T	19	4054035	3	3	3
Reddy_3923T	19	4055059	4	4	4
Reddy_2226T	19	4054996	5	5	5
Reddy_2839T	19	42599541	3	3	3
Reddy_2928T	19	42599725	3	3	3
Reddy_2767T	19	42599738	3	3	3
Reddy_3930T	19	42600030	3	3	3
Reddy_3948T	19	42600032	3	3	3
Reddy_2211T	19	42600030	3	3	3
Reddy_2523T	19	42600030	3	3	3
Reddy_2608T	19	42600030	3	3	3
Reddy_2678T	19	42600030	3	3	3
Reddy_3833T	19	42600030	3	3	3,3
Reddy_3835T	19	42600030	3	3	3
Reddy_3843T	19	42600030	3	3	3
Reddy_684T	19	6586081	4	4	4
Reddy_2575T	19	6586057	3	3	3
Reddy_3590T	19	6586059	3	3	3
Reddy_3628T	19	6586069	4	4	4
Reddy_2539T	19	6586078	4	4	4
Reddy_3590T	19	6586087	4	4	4
Reddy_2226T	19	6586113	5	5	5
Reddy_3486T	19	6586114	3	3	3
Reddy_2095T	19	6586143	3	3	3
Reddy_3551T	19	6586143	3	3	3
Reddy_3648T	19	6586160	3	3	3
Reddy_3839T	19	6586182	5	5	5
Reddy_2091T	19	6586183	4	4	4
Reddy_3659T	19	6586308	3	3	3
Reddy_3628T	19	6586330	3	3	3
Reddy_2478T	19	6586365	3	3	3
Reddy_2933T	19	6590114	5	5	5
Reddy_3464T	19	6590114	5	5	5
Reddy_3837T	19	6590114	4	4	4
Reddy_2956T	19	6590122	4	4	4
Reddy_3401T	19	6590122	3	3	3
Reddy_2644T	19	6590129	5	5	5
Reddy_2935T	19	6590138	5	5	5
Reddy_3547T	19	6590138	3	3	3
Reddy_3401T	19	6590143	3	3	3
Reddy_689T	19	6590881	2	2	2
Reddy_3861T	19	6590859	4	4	4
Reddy_2089T	19	6590875	4	4	4
Reddy_3432T	19	6590875	4	4	4
Reddy_3472T	19	6590875	4	4	4
Reddy_3703T	19	6590875	3	3	3
Reddy_3812T	19	6590875	4	4	4
Reddy_3832T	19	6590875	4	4	4
Reddy_3892T	19	6590881	3	3	3
Reddy_2815T	19	6590887	3	3	3
Reddy_3895T	19	6590899	5	5	5
Reddy_2046T	19	6590901	4	4	4
Reddy_2815T	19	6590913	4	4	4
Reddy_3812T	19	6590915	4	4	4
Reddy_3734T	19	6590946	3	3	3
Reddy_2461T	19	6590971	3	3	3
Reddy_3832T	1	11169377	3	3	3
Reddy_2838T	1	11187161	3	3	3
Reddy_2812T	1	11206740	3	3	3
Reddy_2904T	1	11217302	3	3	3
Reddy_3902T	1	11217302	4	4	4
Reddy_2709T	1	11217312	5	5	5
Reddy_3923T	1	11259654	3	3	3
Reddy_3525T	1	11270902	5	5	5
Reddy_2091T	1	117078600	4	4	4
Reddy_2709T	1	117078610	4	4	4
Reddy_2882T	1	117078643	4	4	4
Reddy_2882T	1	117078654	4	4	4
Reddy_2585T	1	117078656	4	4	4
Reddy_3590T	1	117078761	3	3	3
Reddy_3928T	1	117087104	3	3	3
Reddy_3971T	1	117087112	2	2	2
Reddy_3834T	1	117087073	2	2	2
Reddy_2838T	1	117087102	4	4	4
Reddy_2805T	1	117087136	3	3	3
Reddy_2781T	1	117087206	4	4	4
Reddy_2895T	1	117113584	3	3	3
Reddy_2576T	1	120458087	4	4	4
Reddy_2166T	1	120458120	5	5	5
Reddy_2713T	1	120458147	4	4	4
Reddy_2815T	1	120458147	4	4	4
Reddy_2882T	1	120458147	3	3	3
Reddy_2910T	1	120458147	4	4	4
Reddy_3418T	1	120458147	5	5	5
Reddy_3457T	1	120458147	4	4	4
Reddy_3461T	1	120458147	3	3	3
Reddy_3479T	1	120458147	4	4	4
Reddy_3482T	1	120458147	4	4	4
Reddy_3566T	1	120458147	5	5	5
Reddy_3840T	1	120458169	4	4	4
Reddy_3467T	1	120458255	4	4	4
Reddy_2478T	1	120458267	4	4	4
Reddy_2575T	1	120458324	4	4	4
Reddy_2781T	1	120458371	4	4	4
Reddy_2788T	1	120458372	4	4	4
Reddy_2716T	1	120458492	4	4	4
Reddy_704T	1	120458927	4	4	4
Reddy_3883T	1	120459150	5	5	5
Reddy_2827T	1	120462920	4	4	4
Reddy_2580T	1	120480074	4	3.5	4,3
Reddy_3847T	1	120497715	3	3	3
Reddy_3932T	1	120510194	3	3	3
Reddy_3837T	1	150550786	3	3	3
Reddy_3837T	1	150550804	3	3	3
Reddy_689T	1	150550880	3	3	3
Reddy_2233T	1	150550859	4	4	4
Reddy_2952T	1	150550868	4	4	4
Reddy_2148T	1	150550884	4	4	4
Reddy_2156T	1	150550884	4	4	4
Reddy_2948T	1	150551322	4	4	4
Reddy_3385T	1	150551351	3	3	3
Reddy_3527T	1	150551415	3	3	3
Reddy_2215T	1	150551451	4	4	4
Reddy_2150T	1	150551459	3	3	3
Reddy_3927T	1	150551562	3	3	3
Reddy_3966T	1	150551562	3	3	3
Reddy_2482T	1	150551542	4	4	4
Reddy_3667T	1	150551551	4	4	4
Reddy_2713T	1	150551592	3	3	3
Reddy_2819T	1	150551616	3	3	3
Reddy_2478T	1	150551631	4	4	4
Reddy_2874T	1	150551685	3	3	3
Reddy_2542T	1	150551904	3	3	3
Reddy_3674T	1	16202774	3	3	3
Reddy_2867T	1	16242733	4	4	4
Reddy_3686T	1	16254613	3	3	3
Reddy_3462T	1	16254839	3	3	3
Reddy_3828T	1	16254905	3	3	3
Reddy_2121T	1	16255007	3	3	3
Reddy_3928T	1	16255086	4	4	4
Reddy_3715T	1	16255265	3	3	3
Reddy_3873T	1	16255297	4	4	4
Reddy_3717T	1	16255379	4	4	4
Reddy_683T	1	16255877	3	3	3
Reddy_3462T	1	16256456	3	3	3
Reddy_2580T	1	16256528	4	4	4
Reddy_2286T	1	16256556	4	4	4
Reddy_2149T	1	16256661	4	4	4
Reddy_3454T	1	16256754	2	2	2
Reddy_823T	1	16256831	3	3	3
Reddy_3552T	1	16257518	4	4	4
Reddy_3389T	1	16257987	4	4	4
Reddy_2260T	1	16258541	3	3	3
Reddy_2091T	1	16258563	4	4	4
Reddy_2281T	1	16258610	4	4	4
Reddy_2933T	1	16258610	3	3	3
Reddy_3535T	1	16258694	4	4	4
Reddy_2307T	1	16258764	3	3	3
Reddy_3525T	1	16258976	3	3	3
Reddy_3839T	1	16259744	3	3	3
Reddy_3839T	1	16259759	3	3	3
Reddy_3456T	1	16259975	4	4	4
Reddy_3666T	1	16259975	4	4	4
Reddy_2242T	1	16261766	4	4	4
Reddy_2696T	1	16262057	3	3	3
Reddy_3640T	1	16262156	3	3	3
Reddy_2539T	1	16264324	3	3	3
Reddy_3812T	1	16265367	4	4	4
Reddy_2125T	1	167944239	3	3	3
Reddy_3635T	1	168007645	2	2	2
Reddy_3607T	1	168012345	4	4	4
Reddy_2209T	1	168032951	4	4	4
Reddy_2606T	1	168034876	4	4	4
Reddy_3679T	1	168037611	4	4	4
Reddy_2141T	1	190067185	4	4	4
Reddy_2161T	1	190067185	4	4	4
Reddy_2838T	1	190067303	5	5	5
Reddy_3453T	1	190067533	3	3	3
Reddy_3914T	1	190067566	4	4	4
Reddy_2198T	1	190067609	3	3	3
Reddy_2808T	1	190067656	4	4	4
Reddy_3422T	1	190067669	4	4	4
Reddy_2792T	1	190067860	4	4	4,4,4
Reddy_2767T	1	190067884	5	5	5
Reddy_3644T	1	190067887	4	4	4,4
Reddy_2831T	1	190068140	4	4	4
Reddy_3937T	1	190234078	3	3	3
Reddy_2654T	1	190234021	3	3	3,3
Reddy_2838T	1	190234069	3	3.5	3,4
Reddy_2088T	1	190234183	3	3	3
Reddy_2544T	1	190250713	4	4	4,4
Reddy_2903T	1	190423789	4	4	4,4
Reddy_2790T	1	190423819	4	4	4
Reddy_2286T	1	190424010	4	3.5	4,3
Reddy_3456T	1	190424014	4	4	4,4
Reddy_2805T	1	190424019	4	4	4
Reddy_3715T	1	193099338	3	3	3
Reddy_3496T	1	193107230	4	4	4
Reddy_2821T	1	193119440	4	4	4
Reddy_3463T	1	193218980	4	4	4
Reddy_823T	1	203274745	3	3	3
Reddy_3933T	1	203274762	4	4	4
Reddy_790T	1	203274762	2	2	2
Reddy_2234T	1	203274739	4	4	4
Reddy_3843T	1	203274739	4	4	4
Reddy_2225T	1	203274754	4	4	4
Reddy_3601T	1	203274754	4	4	4
Reddy_2234T	1	203274761	4	4	4
Reddy_3401T	1	203274762	4	4	4
Reddy_3471T	1	203274762	3	3	3
Reddy_3706T	1	203274762	4	4	4
Reddy_2952T	1	203274768	4	4	4
Reddy_2523T	1	203274799	3	3	3
Reddy_2955T	1	203274799	4	4	4
Reddy_3837T	1	203274808	3	3	3
Reddy_2208T	1	203274817	2	2	2
Reddy_2211T	1	203274817	4	4	4
Reddy_2482T	1	203274817	4	4	4
Reddy_2487T	1	203274817	3	3	3
Reddy_2562T	1	203274817	4	4	4
Reddy_2952T	1	203274817	3	3	3
Reddy_3732T	1	203274817	4	4	4
Reddy_2948T	1	203274826	4	4	4
Reddy_2952T	1	203274826	4	4	4
Reddy_3597T	1	203274826	2	2	2
Reddy_3888T	1	203274826	4	4	4
Reddy_2921T	1	203274843	4	4	4
Reddy_684T	1	203276297	4	4	4
Reddy_2933T	1	203276260	4	4	4
Reddy_3385T	1	203276261	4	4	4
Reddy_3784T	1	203276264	4	4	4
Reddy_3674T	1	203276274	4	4	4
Reddy_3872T	1	203276289	4	4	4
Reddy_3816T	1	203276307	4	4	4
Reddy_3816T	1	203276309	4	4	4
Reddy_3873T	1	203276334	4	4	4
Reddy_2074T	1	203276370	4	4	4
Reddy_2810T	1	203276409	4	4	4
Reddy_3717T	1	203276420	4	4	4
Reddy_3785T	1	203276460	4	4	4
Reddy_3408T	1	203276468	4	4	4
Reddy_3834T	1	203276540	3	3	3
Reddy_2952T	1	203276562	5	5	5
Reddy_3998T	1	220752840	3	3	3
Reddy_2996T	1	220791857	3	3	3
Reddy_2581T	1	220791984	3	3	3
Reddy_3904T	1	220826456	4	4	4
Reddy_3504T	1	220835175	3	3	3
Reddy_800T	1	220835359	5	5	5
Reddy_3852T	1	220835320	2	2	2
Reddy_2919T	1	220835359	3	3	3
Reddy_3727T	1	220835359	4	4	4
Reddy_2522T	1	220835411	4	4	4
Reddy_3448T	1	245020058	4	4	4
Reddy_3861T	1	245020087	4	4	4
Reddy_2669T	1	245020941	4	4	4
Reddy_3881T	1	245020974	4	4	4
Reddy_3983T	1	245021467	5	5	5
Reddy_2779T	1	245022057	3	3	3
Reddy_2709T	1	245025803	4	4	4
Reddy_2045T	1	245025829	3	3	3
Reddy_3895T	1	245025832	4	4	4
Reddy_2832T	1	245027336	3	3	3
Reddy_2222T	1	245027411	3	3	3
Reddy_2836T	1	245027492	4	4	4
Reddy_3967T	1	2488109	4	4	4
Reddy_1008T	1	2488105	4	4	4
Reddy_2524T	1	2488106	3	3	3
Reddy_2781T	1	2488106	3	3	3
Reddy_2075T	1	2488138	3	3	3
Reddy_2211T	1	2488138	2	2	2
Reddy_2554T	1	2488138	3	3	3
Reddy_3831T	1	2489258	3	3	3
Reddy_2832T	1	2489787	3	3	3
Reddy_2091T	1	2489802	3	3	3
Reddy_2664T	1	2489802	2	2	2
Reddy_2933T	1	2489826	3	3	3
Reddy_2271T	1	2489850	3	3	3
Reddy_2475T	1	2489880	3	3	3
Reddy_3898T	1	2489890	2	2	2
Reddy_2238T	1	2489891	4	4	4
Reddy_3835T	1	2489899	3	3	3
Reddy_3449T	1	2491271	3	3	3
Reddy_2533T	1	2491334	4	4	4
Reddy_2045T	1	2491336	3	3	3
Reddy_2533T	1	2491336	4	4	4
Reddy_3388T	1	2491336	3	3	3
Reddy_3587T	1	2491337	3	3	3
Reddy_2950T	1	2491345	3	3	3
Reddy_2626T	1	2491360	3	3	3
Reddy_3887T	1	2491361	3	3	3
Reddy_3608T	1	2491369	3	3	3
Reddy_3555T	1	2492074	5	5	5
Reddy_2823T	1	2492134	4	4	4
Reddy_2555T	1	2492140	3	3	3
Reddy_2669T	1	2492140	4	4	4
Reddy_2831T	1	2492140	3	3	3
Reddy_2820T	1	2493113	3	3	3
Reddy_3385T	1	2493163	2	2	2
Reddy_2236T	1	2493172	3	3	3
Reddy_2948T	1	2493228	3	3	3
Reddy_3667T	1	27023460	4	4	4
Reddy_2570T	1	27023492	4	4	4
Reddy_3856T	1	27057973	4	4	4
Reddy_790T	1	27059250	4	4	4
Reddy_2255T	1	27087911	3	3	3
Reddy_2097T	1	27089509	5	5	5
Reddy_3880T	1	27094373	4	4	4
Reddy_3886T	1	27094373	4	4	4
Reddy_2272T	1	27097686	4	4	4
Reddy_3912T	1	27099108	4	4	4
Reddy_2908T	1	27100207	4	4	4
Reddy_2775T	1	27100838	3	3	3
Reddy_3812T	1	27101002	4	4	4
Reddy_2045T	1	27101054	3	3	3
Reddy_3926T	1	27101259	4	4	4
Reddy_2482T	1	27101550	4	4	4
Reddy_2286T	1	27101551	3	3	3
Reddy_3893T	1	27102141	3	3	3
Reddy_3764T	1	27105550	3	3	3
Reddy_2555T	1	27105872	4	4	4
Reddy_3667T	1	27105920	4	4	4
Reddy_3783T	1	27106293	4	4	4
Reddy_2089T	1	27106354	4	4	4
Reddy_3731T	1	39322636	4	4	4
Reddy_2152T	1	39322642	3	3	3
Reddy_3663T	1	39322645	3	3	3
Reddy_2455T	1	39322646	4	4	4
Reddy_3654T	1	39325098	3	3	3
Reddy_2279T	1	65301128	3	3	3
Reddy_2669T	1	65303651	3	3	3
Reddy_3531T	1	65303683	3	3	3
Reddy_3724T	1	65305399	3	3	3
Reddy_3463T	1	65306997	3	3	3
Reddy_2613T	1	65310483	3	3	3
Reddy_2541T	1	65310531	3	3	3
Reddy_2878T	1	65310560	3	3	3
Reddy_2480T	1	65312365	3	3	3
Reddy_3817T	1	65312365	3	3	3
Reddy_2576T	1	65321369	3	3	3
Reddy_2775T	1	65330483	3	3	3
Reddy_2915T	1	65330570	3	3	3
Reddy_3482T	1	65349149	3	3	3
Reddy_2047T	1	78420955	3	3	3
Reddy_2949T	1	78420955	4	4	4
Reddy_2576T	1	78422260	4	4	4
Reddy_3968T	1	78429797	5	5	5
Reddy_3483T	1	78429758	2	2	2
Reddy_3759T	1	78429944	4	4	4
Reddy_2700T	1	78430390	5	5	5
Reddy_2209T	1	78444687	4	4	4
Reddy_3956T	1	85733347	4	4	4
Reddy_3565T	1	85733337	3	3	3,3
Reddy_2091T	1	85733338	3	3	3
Reddy_2898T	1	85733386	4	4	4
Reddy_3659T	1	85733386	4	4	4
Reddy_3933T	1	85733491	4	4	4
Reddy_2281T	1	85733491	3	3	3
Reddy_3409T	1	85733491	3	3	3
Reddy_3565T	1	85733491	4	4	4
Reddy_3471T	1	85733576	3	3	3
Reddy_3666T	1	85733594	4	4	4
Reddy_2225T	1	85736421	4	4	4
Reddy_2228T	1	85736474	5	5	5
Reddy_2550T	1	85736474	4	4	4
Reddy_2689T	1	85736474	4	4	4
Reddy_3648T	1	85736474	3	3	3
Reddy_3846T	1	85736474	4	4	4
Reddy_3875T	1	85736474	4	4	4
Reddy_3876T	1	85736474	4	4	4
Reddy_3892T	1	85736474	4	4	4
Reddy_3582T	1	9780178	3	3	3
Reddy_2952T	1	9780851	3	3	3
Reddy_2776T	1	9781204	3	3	3
Reddy_2815T	1	9781297	4	4	4
Reddy_3974T	1	9783217	4	4	4
Reddy_2606T	1	9783314	3	3	3
Reddy_3948T	1	9787030	3	3	3
Reddy_3927T	1	9787043	3	3	3
Reddy_2141T	1	9787030	3	3	3
Reddy_2158T	1	9787030	3	3	3
Reddy_2161T	1	9787030	3	3	3
Reddy_2263T	1	9787030	3	3	3
Reddy_2626T	1	9787030	4	4	4
Reddy_2709T	1	9787030	4	4	4
Reddy_2781T	1	9787030	4	4	4
Reddy_2603T	20	11898971	4	4	4
Reddy_2698T	20	11899002	5	5	5
Reddy_2838T	20	11899026	4	4	4
Reddy_3708T	20	11899161	5	5	5
Reddy_2475T	20	11903528	4	4	4
Reddy_3566T	20	11903566	3	3	3
Reddy_2193T	20	11903765	5	5	5
Reddy_3918T	20	11903911	3	3	3
Reddy_3759T	20	11903838	4	4	4
Reddy_3479T	20	11903904	4	4	4
Reddy_2240T	20	11903923	4	4	4
Reddy_3548T	20	11903986	4	4	4
Reddy_3387T	20	11904132	4	4	4
Reddy_2219T	20	11904297	2	2	2
Reddy_2933T	20	57428331	4	4	4
Reddy_3882T	20	57428474	5	5	5
Reddy_816T	20	57430047	4	4	4
Reddy_3834T	20	57429988	3	3	3
Reddy_2479T	20	57430052	4	4	4
Reddy_2073T	20	57478768	4	4	4
Reddy_2837T	20	57484464	3	3	3
Reddy_3479T	20	57484811	4	4	4
Reddy_2838T	20	57484843	4	4	4
Reddy_3834T	20	57485445	3	3	3
Reddy_2148T	21	36171613	4	4	4
Reddy_2156T	21	36171613	3	3	3
Reddy_695T	22	41521917	3	3	3
Reddy_2478T	22	41523650	5	5	5
Reddy_2085T	22	41525969	3	3	3
Reddy_2488T	22	41525969	3	3	3
Reddy_3694T	22	41525969	3	3	3
Reddy_3441T	22	41527448	4	4	4
Reddy_2815T	22	41527583	4	4	4
Reddy_3965T	22	41531828	3	3	3
Reddy_3837T	22	41533706	5	5	5
Reddy_3456T	22	41545043	4	4	4
Reddy_3684T	22	41545928	4	4	4
Reddy_2765T	22	41546030	5	5	5
Reddy_2838T	22	41548336	4	4	4
Reddy_2473T	22	41554473	4	4	4
Reddy_2530T	22	41556665	4	4	4
Reddy_3450T	22	41556690	4	4	4
Reddy_2293T	22	41564492	4	4	4
Reddy_3457T	22	41566427	4	4	4
Reddy_3991T	22	41566507	3	3	3
Reddy_3728T	22	41566460	4	4	4
Reddy_2562T	22	41566474	4	4	4
Reddy_2190T	22	41566493	5	5	5
Reddy_2076T	22	41566522	4	4	4
Reddy_2923T	22	41566522	4	4	4
Reddy_2902T	22	41568571	3	3	3
Reddy_2109T	22	41568591	4	4	4
Reddy_2544T	22	41569668	4	4	4
Reddy_2832T	22	41572473	4	4	4
Reddy_2831T	22	41572855	4	4	4
Reddy_3965T	22	41573389	3	3	3
Reddy_2819T	22	41573422	5	5	5
Reddy_3972T	22	41573672	3	3	3
Reddy_2136T	22	41573702	4	4	4
Reddy_3399T	22	41574128	2	2	2
Reddy_2043T	22	41574231	4	4	4
Reddy_3628T	2	102314950	4	4	4
Reddy_3627T	2	102314984	3	3	3
Reddy_3816T	2	102314984	3	3	3
Reddy_3503T	2	102407183	3	3	3
Reddy_2639T	2	102460658	3	3	3
Reddy_3783T	2	102476214	4	4	4
Reddy_3836T	2	102477356	4	4	4
Reddy_3756T	2	102481489	3	3	3
Reddy_2148T	2	102505372	4	4	4
Reddy_2156T	2	102505372	4	4	4
Reddy_3760T	2	136872485	4	4	4
Reddy_3459T	2	136872492	4	4	4
Reddy_2554T	2	136872503	3	3	3
Reddy_2217T	2	136872591	4	4	4
Reddy_829T	2	136873131	4	4	4
Reddy_3842T	2	136873192	5	5	5
Reddy_2933T	2	136873386	4	4	4
Reddy_2952T	2	136873475	4	4	4
Reddy_2580T	2	136873481	4	4	4
Reddy_2148T	2	145156539	5	5	5
Reddy_2156T	2	145156539	5	5	5
Reddy_2824T	2	145156798	4	4	4
Reddy_2286T	2	145157151	3	3	3
Reddy_2663T	2	145157361	5	5	5
Reddy_2948T	2	145157727	4	4	4
Reddy_799T	2	145161592	4	4	4
Reddy_3667T	2	145162471	4	4	4
Reddy_3519T	2	145187399	4	4	4
Reddy_2522T	2	145187513	4	4	4
Reddy_3746T	2	145274860	3	3	3
Reddy_2204T	2	145274869	3	3	3
Reddy_2232T	2	145274869	4	4	4
Reddy_3500T	2	145274872	3	3	3
Reddy_3741T	2	198264794	4	4	4
Reddy_3741T	2	198265032	4	4	4
Reddy_2681T	2	198265573	5	5	5
Reddy_2872T	2	198265573	3	3	3
Reddy_3741T	2	198266225	4	4	4
Reddy_3739T	2	198266783	3	3	3
Reddy_2786T	2	198266809	4	4	4
Reddy_2149T	2	198266822	3	3	3
Reddy_3739T	2	198266825	3	3	3
Reddy_3834T	2	198267310	3	3	3
Reddy_2680T	2	198267354	3	3	3
Reddy_3502T	2	198267361	3	3	3
Reddy_3562T	2	198267361	2	2	2
Reddy_2278T	2	198267447	3	3	3
Reddy_2677T	2	198299707	4	4	4
Reddy_2709T	2	202137377	4	4	4
Reddy_2709T	2	202137441	4	4	4
Reddy_3698T	2	202149556	4	4	4
Reddy_2470T	2	202149635	4	4	4
Reddy_3834T	2	202149773	4	3.5	4,3
Reddy_2872T	2	202149973	3	3	3
Reddy_3715T	2	202149973	3	3	3
Reddy_3760T	2	202149973	4	4	4
Reddy_704T	2	25457180	3	3	3,3
Reddy_2193T	2	25467116	4	3.5	4,3
Reddy_2226T	2	25470985	3	3	3
Reddy_2206T	2	25471097	3	3	3
Reddy_2141T	2	25505574	4	4	4
Reddy_2161T	2	25505574	3	3	3
Reddy_2709T	2	25523073	4	4	4
Reddy_2248T	2	32582237	4	4	4
Reddy_2191T	2	32582471	4	4	4
Reddy_3825T	2	32605279	4	4	4
Reddy_2772T	2	32613902	3	3	3
Reddy_2945T	2	32613971	3	3	3
Reddy_2952T	2	32626359	5	5	5
Reddy_3812T	2	32640227	4	4	4
Reddy_2278T	2	32640833	4	4	4
Reddy_2805T	2	32640908	4	4	4
Reddy_3601T	2	32660572	4	4	4
Reddy_2095T	2	32660600	4	4	4
Reddy_3632T	2	32666521	5	5	5
Reddy_2820T	2	32667501	4	4	4
Reddy_2830T	2	32670673	5	5	5
Reddy_2838T	2	32689830	4	4	4
Reddy_2478T	2	32689853	5	5	5
Reddy_3512T	2	32690171	5	5	5
Reddy_2047T	2	32692631	3	3	3
Reddy_2278T	2	32693560	4	4	4
Reddy_3561T	2	32693765	4	4	4
Reddy_3867T	2	32695322	4	4	4
Reddy_2831T	2	32715182	5	5	5
Reddy_3952T	2	32718665	3	3	3
Reddy_2091T	2	32726878	4	4	4
Reddy_2233T	2	32730122	4	4	4
Reddy_2466T	2	32733136	3	3	3
Reddy_2076T	2	32734845	3	3	3
Reddy_2718T	2	32740409	4	4	4
Reddy_3538T	2	32740445	5	5	5
Reddy_2141T	2	32740492	5	5	5
Reddy_2161T	2	32740492	5	5	5
Reddy_2145T	2	32740614	5	5	5
Reddy_2159T	2	32740614	5	5	5
Reddy_2918T	2	32756488	4	4	4
Reddy_2725T	2	32800327	5	5	5
Reddy_2838T	2	32822959	4	4	4
Reddy_2909T	2	47635645	3	3	3
Reddy_2805T	2	47643489	5	5	5
Reddy_2838T	2	47656943	4	4	4
Reddy_2838T	2	47656964	4	4	4
Reddy_658T	2	47672771	3	3	3,3
Reddy_2646T	2	47690255	4	4	4
Reddy_2808T	2	47702331	5	5	5
Reddy_2208T	2	47705583	5	5	5
Reddy_2236T	2	48010522	3	3	3
Reddy_3709T	2	48025928	4	4	4
Reddy_2113T	2	48026075	2	2	2
Reddy_2891T	2	48026498	4	4	4
Reddy_3923T	2	48030613	4	4	4
Reddy_2900T	2	48030631	3	3	3
Reddy_3548T	2	48030646	3	3	3
Reddy_3865T	2	48033370	3	3	3
Reddy_3867T	2	48033370	3	3	3
Reddy_3636T	2	48033490	2	2	2
Reddy_2877T	2	61709579	3	3	3
Reddy_2141T	2	61719472	5	5	5
Reddy_2161T	2	61719472	5	5	5
Reddy_2195T	2	61719472	2	2	2
Reddy_3523T	2	61719472	3	3	3
Reddy_3667T	2	61719472	3	3	3
Reddy_3758T	2	61725827	3	3	3
Reddy_2809T	2	61729157	4	4	4
Reddy_3694T	2	61729434	3	3	3
Reddy_2647T	2	85262194	3	3	3
Reddy_3748T	2	85273245	3	3	3
Reddy_2619T	2	85276584	4	4	4
Reddy_2142T	2	85276657	5	5	5
Reddy_2162T	2	85276657	3	3	3
Reddy_683T	2	85280289	3	3	3
Reddy_2995T	2	85280365	3	3	3
Reddy_3933T	2	96809630	3	3	3
Reddy_2654T	2	96809681	4	2.3333333333333335	4,3,0
Reddy_2241T	2	96809688	4	4	4
Reddy_2297T	2	96809728	5	5	5
Reddy_689T	2	96809932	4	4	4
Reddy_2208T	2	96809893	4	4	4
Reddy_2561T	2	96809961	4	4	4
Reddy_2874T	2	96809986	4	4	4
Reddy_3779T	2	96809989	4	4	4
Reddy_2944T	2	96810030	3	3	3
Reddy_3761T	2	96810030	4	4	4
Reddy_2709T	2	96810048	4	4	4
Reddy_2944T	2	96810066	3	3	3
Reddy_2216T	2	96810069	4	4	4
Reddy_3737T	2	96810072	4	4	4
Reddy_2150T	2	96810091	4	4	4
Reddy_2808T	2	96810091	3	3	3
Reddy_3620T	2	96810091	4	4	4
Reddy_2211T	2	96810100	4	4	4
Reddy_3932T	2	96810511	3	3	3
Reddy_816T	2	96810582	3	3	3
Reddy_2473T	2	96810517	5	5	5
Reddy_3872T	2	96810517	4	4	4
Reddy_3925T	2	96810597	3	3	3
Reddy_3726T	2	96810529	4	4	4
Reddy_2562T	2	96810537	4	4	4
Reddy_2632T	2	96810540	3	3	3
Reddy_2836T	2	96810549	4	4	4
Reddy_2874T	2	96810552	4	4	4
Reddy_2128T	2	96810556	4	4	4
Reddy_2222T	2	96810556	4	4	4
Reddy_2836T	2	96810556	3	3	3
Reddy_2196T	2	96810565	3	3	3
Reddy_2839T	2	96810577	4	4	4
Reddy_2487T	2	96810585	4	4	4
Reddy_2944T	2	96810591	4	4	4
Reddy_3401T	2	96810591	4	4	4
Reddy_3669T	2	96810591	4	4	4
Reddy_3859T	2	96810597	4	4	4
Reddy_2128T	2	96810609	4	4	4
Reddy_2654T	2	96810609	3	3	3
Reddy_2222T	2	96810618	4	4	4
Reddy_3664T	2	96810618	3	3	3
Reddy_3837T	2	96810618	4	4	4
Reddy_2562T	2	96810741	4	4	4
Reddy_2709T	2	96810744	4	4	4
Reddy_3885T	2	96810867	3	3	3
Reddy_2626T	2	96810906	3	3	3
Reddy_3971T	3	105377929	4	4	4
Reddy_3845T	3	105421245	4	4	4
